
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
305-432-8210  Bitsy's Place               Pembroke Pines     FL     HST
305-436-1085  The InterZone Cafe          Pembroke Pines     FL     HST
305-437-1284  CYGNUS                      Pembroke Pines     FL     HST
305-444-5615  Coral Gables MEDTERM        Coral Gables       FL     DS2
305-467-6712  Nightmare BBS               Fort Lauderdale    FL     DS2
305-474-6429  Silicon Beach BBS           Fort Lauderdale    FL     DS
305-480-6758  The InnerSight Connection   Deerfield Beach    FL     HST
305-523-1717  The DrawBridge              Fort Lauderdale    FL     DS
305-551-5868  The REDMAN BBS              Miami              FL     HST
305-554-1114  The Boardwalk               Miami              FL     HST
305-559-4018  The Sanctum BBS             Miami              FL     HST
305-564-6323  The Accountant BBS          ......             FL     CS1
305-581-1248  The Unknown                 Fort Lauderdale    FL     DS2
305-598-3785  Micro-Link                  Miami              FL     HST
305-599-3004  The USA                     Miami              FL     HST
305-621-0103  AMS Support                 Miami              FL     DS2
305-624-6631  Home of the 135 NEC         Miami              FL     DS2
305-628-3455  BBS1-PC!                    Miami              FL     HST
305-642-0754  The Software Cuisine        Miami              FL     HST
305-720-3307  Unique Connections          Tamarac            FL     DS
305-722-8037  The Pelican's Roost         Fort Lauderdale    FL     V32
305-733-8930  Scipes BBS!                 Fort Lauderdale    FL     HST
305-739-4552  Marine&Computer Store BBS   ......             FL     CS1
305-754-5477  Town Crier                  Miami Shores       FL     HST
305-757-4108  DevPalMiami                 Miami              FL     HST
305-763-7743  Fluid Power BBS             Fort Lauderdale    FL     HST
305-785-9596  CrossFire BBS               Pompano Beach      FL     HST
305-822-4673  Miami Infomatics            Hialeah            FL     HST
305-827-3702  The CORE BBS                Hialeah            FL     HST
305-828-7909  Telcom Central              Miami Lakes        FL     HST
305-944-6271  The Jailhouse               North Miami        FL     HST
305-948-4382  The Firehouse BBS           North Miami        FL     HST
305-961-6916  Bits and Pieces             Hollywood          FL     HST
305-964-1896  PROMEON                     Hollywood          FL     DS
305-964-7267  The Hughes Network          Hollywood          FL     HST
305-971-6118  The TiTanic BBS             Margate            FL     HST
305-978-0556  Station Tender BBS          Coconut Creek      FL     HST
305-979-2073  The Branch Office           Pompano Beach      FL     DS2
305-981-9927  MASH 4077                   Hollywood          FL     HST
305-985-9605  Lost in Space BBS           Miramar            FL     HST
305-987-7873  Midnight BBS                Pembroke Pines     FL     HST
306-249-2352  TelePro BBS                 Saskatoon          SK     HST
306-329-4705  The Neon Empire             Asquith            SK     HST
306-352-7541  Connections BBS             Regina             SK     HST
306-352-9382  DLC-WEST                    Regina             SK     DS
306-372-4903  Technology Transfer BBS     Luseland           SK     DS
306-384-0572  Northern Nights             Saskatoon          SK     HST
306-463-3117  The Big Electric Cat        Kindersley         SK     DS
306-525-0807  Double Check                Regina             SK     HST
306-585-0298  Fernando's Retreat          Regina             SK     HST
306-585-1958  DataForce                   Regina             SK     HST
306-634-9935  Power Station               Estevan            SK     HST
306-664-2960  The Shack                   Saskatoon          SK     HST
306-777-4493  Regina FIDO                 Regina             SK     DS
306-777-5370  Ganshirt At Home            Regina             SK     DS
306-779-1237  TeeWunKay                   Regina             SK     DS
306-782-1355  Yorkton Area Opus           Yorkton            SK     HST
306-789-8464  Xerox Service               Regina             SK     DS
306-931-4600  Home of the U.F.O.          Saskatoon          SK     HST
306-956-3240  The Data Dump               Saskatoon          SK     DS2
307-472-3615  Oregon Trail Crossroads     Casper             WY     ULT
307-635-8366  International Computer BBS  Cheyenne           WY     HST
307-638-1917  Cowboy Country RAS          Cheyenne           WY     HST
307-686-0940  Black Diamond BBS           Gillette           WY     DS
308-487-5505  Panhandle Connection        Hemingford         NE     HST
309-346-2074  Treasure Island BBS         Pekin              IL     HST
309-452-2838  Adventurer's Corner         Normal             IL     DS
309-662-2017  Desktop Micro's BBS         Bloomington        IL     DS2
309-663-8354  Midwest InforNetwork        Bloomington        IL     DS2
309-672-4405  Hacker's World BBS          Peoria             IL     HST
309-676-0360  The Bavarian BBS            Peoria             IL     HST
309-688-7713  The Data Stream BBS         Peoria             IL     HST
309-691-5416  Buzzard's Roost             Peoria             IL     DS
309-694-7725  EPE Online                  East Peoria        IL     DS
309-755-8409  Quad City Amiga Forum       Moline             IL     V32
309-786-9518  The Ancient Mariner         Rock Island        IL     V32
309-788-1956  The DangerZone!! BBS        Rock Island        IL     HST
309-788-2029  The Danger Zone             Rock Island        IL     HST
309-788-9811  The Genealogy Workshop      Rock Island        IL     V32
309-828-6941  Prairie BBS                 Bloomington        IL     DS
310-204-6158  Camelot Public              Culver City        CA     2400
310-204-6155  Camelot Private             Culver City        CA     DS
310-207-0568  Quantum Connection          Pacific Palisades  CA     ULT
310-208-1461  The Realm of Chaos          .....              CA     DS2
310-212-3472  Sabre Mail                  Torrance           CA     HST
310-370-4113  Long Island RBBS            Los Angeles        CA     HST
310-371-1803  Source BBS Subscription     Torrance           CA     DS2
310-371-1870  CrossLinked FAT             Redondo Beach      CA     HST
310-371-3737  Source BBS Public           Torrance           CA     DS
310-372-4800  Manhattan Transfer          Manhattan Beach    CA     HST
310-376-2150  Kirks BBS                   Hermosa Beach      CA     DS
310-376-9567  Beach Cities RBBS           Redondo Beach      CA     HST
310-391-1351  MicroSource                 Mar Vista          CA     HST
310-391-5302  The Mac Zone BBS            Los Angeles        CA     DS
310-419-0931  PC Workshop                 Inglewood          CA     HST
310-430-0079  Ground Zero                 Seal Beach         CA     DS
310-434-0401  The Q Continuum BBS         Long Beach         CA     HST
310-453-7038  Original Off Off Broadway   ......             CA     CS1
310-459-6053  DPS 1                       Pacific Palisades  CA     VH
310-459-6846  DPS 2                       Pacific Palisades  CA     DS
310-459-8220  DPS 3                       Pacific Palisades  CA     DS
310-474-8309  Topology System Service     Los Angeles        CA     DS
310-493-1750  Rall Computer               ......             CA     CS1
310-518-9524  MASATEK                     Torrance           CA     DS
310-540-0337  Action BBS                  Redondo Beach      CA     HST
310-542-0350  Source BBS Private          Torrance           CA     DS
310-545-5146  Ursa Major BBS              Manhattan Beach    CA     2400
310-545-7216  Ursa Major BBS              Manhattan Beach    CA     DS
310-549-9640  Mac-HACers BBS              Carson             CA     HST
310-559-8975  West Los Angeles BBS Pvt    Los Angeles        CA     DS2
310-595-1488  Sense/Net                   Long Beach         CA     HST
310-634-4885  SoCalNet EC                 Los Angeles        CA     HST
310-634-8993  Target Range BBS            Paramount          CA     HST
310-674-0431  Hotel Westchester           ......             CA     CS1
310-676-3534  Great Escape                Gardena            CA     DS
310-822-6729  StormGate Aerie             Los Angeles        CA     HST
310-838-9229  West Los AngelesBBS Public  Los Angeles        CA     HST4
310-839-9672  Complete Package            West Los Angeles   CA     DS2
310-859-2453  Sleepy Hollow #2 Private    Los Angeles        CA     DS
310-859-2454  Sleepy Hollow #3 Private    Los Angeles        CA     HST4
310-859-9334  Sleepy Hollow #1 Public     Los Angeles        CA     2400
310-920-3631  The MegaByte System         Bellflower         CA     DS
312-201-0711  CompuServe                  Chicago            IL     V32
312-225-9711  The Bog                     Chicago            IL     HST
312-275-1785  20/20 TBBS                  Chicago            IL     DS
312-342-0015  BBS-Chicago ][              Chicago            IL     HST
312-561-6140  Anonymous Wonder BBS        Chicago            IL     HST
312-581-1111  Village Adult BBS           Chicago            IL     V32
312-661-1740  LawMug RBBS                 Chicago            IL     HST
312-693-4100  CompuServe                  Chicago            IL     V32
312-736-7526  Innovations BBS             Chicago            IL     DS
312-743-6116  Krishna Yoga Foundation     Chicago            IL     HST
312-935-6809  BIT WIZ Opus                Chicago            IL     DS
312-973-0428  The Chicago Mensa BBS       Chicago            IL     HST
313-228-7383  Glass City BBS              Mt Clemens         MI     CS1
313-232-1905  The Ultimate Connection     Flint              MI     HST
313-232-7815  Flight of the Raven         Flint              MI     DS
313-242-3612  Computer Alley BBS          Monroe             MI     HST
313-242-7167  Diamonds & Pearls           ......             MI     CS1
313-243-0944  Fast Eddie's BBS            Monroe             MI     HST
313-244-8740  CompuServe                  Troy               MI     V32
313-247-0094  The Tool Box                Utica              MI     HST
313-247-1838  North Sterling BBS          Sterling Hts       MI     HST
313-264-7051  The Dart Board              Sterling Hts       MI     DS
313-268-0028  NIGHT Gallery II            Sterling Hts       MI     DS2
313-332-3625  Altair Business Systems     Pontiac            MI     DS
313-338-4482  North Pole                  Pontiac            MI     HST
313-353-8445  ImageTech Tech Support BBS  ......             MI     CS1
313-364-5157  HomePlate BBS               Marysville         MI     DS2
313-381-2931  The Nut House               Taylor             MI     HST
313-385-9969  The Land of Nul             Port Huron         MI     HST
313-391-6856  Les's Place The Mansion     Lake Orion         MI     HST
313-398-3078  Atari Advocate              Madison Heights    MI     DS
313-421-3254  The Abyss BBS               Livonia            MI     DS
313-427-0223  Suburban Computer ConnXion  Garden City        MI     HST
313-427-4727  Paradise City BBS           Garden City        MI     HST
313-429-2150  The Falcon's Lair           Saline             MI     DS2
313-435-5766  Son of The Royal Joke       Royal Oak          MI     TB2
313-435-7556  The Royal Joke              Royal Oak          MI     DS
313-465-0822  Sherwood Forest             ......             MI     CS1
313-468-3293  Hardtime's Ranch            ......             MI     CS1
313-468-3851  Hunter's Chase BBS          ......             MI     CS1
313-469-2261  Canman's Can                ......             MI     CS1
313-482-4388  Wyld Stallyns               Ypsilanti          MI     HST
313-482-4436  SomeWare In Time            Ypsilanti          MI     HST
313-483-1359  Builders Workshop           Ypsilanti          MI     HST
313-521-0330  Facillium                   Detroit            MI     DS
313-535-1466  CompuServe                  Detroit            MI     V32
313-537-2520  One Way Christian BBS       Redford            MI     HST
313-542-9615  LAN Solutions BBS II        Ferndale           MI     HST
313-543-2911  TRILOGY II                  Hazel Park         MI     HST
313-545-1931  LAN Solutions BBS I         Ferndale           MI     HST
313-548-2159  TRILOGY I                   Hazel Park         MI     HST
313-548-3889  TRILOGY ]I[                 Hazel Park         MI     HST
313-553-9274  Milliways I                 Farmington Hills   MI     HST
313-558-7689  Technician's Corner         Center Line        MI     HST
313-563-1390  Nightmare                   Dearborn           MI     HST
313-582-6671  CRIMP BBS                   Dearborn           MI     HST
313-588-3487  Mike's TAG/TAGMAIL          Madison Hts        MI     HST
313-625-9439  The Clarkston BBS           Clarkston          MI     DS
313-626-9006  Graffiti Bridge BBS         Birmingham         MI     HST
313-629-6967  The TigerPaw BBS            Linden             MI     HST
313-646-5632  Death Vale BBS              Birmingham         MI     HST
313-651-4009  The Blind Ambition BBS      Rochester          MI     HST
313-658-1110  The Shark's Mouth           Flint              MI     HST
313-665-2832  The Programmer's Pit Stop   Ann Arbor          MI     TB2
313-685-3313  Charlie's Roost             Milford            MI     HST
313-689-1657  The OZoNE BBS               Troy               MI     HST
313-739-1193  UtiCom                      Utica              MI     HST
313-754-1131  Tony's Corner               Warren             MI     HST
313-769-6346  Valhalla                    Ann Arbor          MI     DS2
313-773-6959  East Detroit Amiga          East Detroit       MI     HST
313-775-3957  Wave                        ......             MI     CS1
313-775-6097  The Crash Landing           Roseville          MI     DS
313-776-6082  Grand Central Station       Roseville          MI     HST
313-776-8928  Electric Eye ][ BBS         Roseville          MI     HST
313-778-5279  Main Frame Network          ......             MI     CS1
313-791-3522  Otherside                   ......             MI     CS1
313-795-0523  Horizons BBS                Sterling Hts       MI     DS
313-854-5600  Russ's Corner               Temperance         MI     HST
313-879-2318  ARTHUR                      Troy               MI     HST
313-879-7387  The Black Hole              Troy               MI     HST
313-882-5965  Magnite                     ......             MI     CS1
313-886-7756  The Foxgate BBS             GrossePointe Woods MI     HST
313-972-1446  The Christian Crossroads    Detroit            MI     HST
313-977-5880  Access Denied BBS           Sterling Hts       MI     DS
314-227-6885  Messianic Jewish CN1        St Louis           MO     DS
314-243-7542  IDP BBS                     ......             MO     CS1
314-272-8617  Darkside                    ......             MO     CS1
314-281-4362  The HARTZ Foundation        St. Peters         MO     V32
314-334-6576  The 'In My Room' BBS        Cape Girardeau     MO     HST
314-343-9736  DataCentral BBS             Fenton             MO     V32
314-367-1903  SLACC STACK BBS             ......             MO     CS1
314-421-5651  CompuServe                  St. Louis          MO     V32
314-434-3470  The B.S. Box                St Louis           MO     HST
314-434-4873  Angel Station               St Louis           MO     HST
314-436-0120  ISCBBS                      St Louis           MO     DS
314-443-2668  The Bios BBS                Columbia           MO     HST
314-521-8290  Flight Control              St Louis           MO     HST
314-537-9238  The Banana Republic BBS     Chesterfield       MO     DS
314-553-4086  HELITOW(A)                  St Louis           MO     TB
314-553-6068  Optometry OnLine            St Louis           MO     HST
314-581-6717  The Bearly Bored            Mexico             MO     HST
314-625-4045  Travel Online               Lake St. Louis     MO     ULT
314-635-7588  Night Shift                 Jefferson City     MO     HST
314-636-7375  Chris Byrd Software         Jefferson City     MO     HST
314-752-3991  St. Louis WWIVnet MailSrvr  ......             MO     CS1
314-772-1014  Roman Empire BBS            .......            MO     V32
314-772-1014  Roman Empire BBS            .......            MO     V32
314-774-2736  Waynesville BBS             Waynesville        MO     DS
314-774-5957  EightUp! BBS                Waynesville        MO     HST
314-831-7469  The Wallstreet Raiders BBS  St Louis           MO     HST
314-843-0001  EMC/80                      St Louis           MO     DS
314-869-9330  The Countryside BBS         St Louis           MO     HST
314-893-9166  Fun City USA                Jefferson City     MO     HST
314-896-5393  Summit Forum BBS            Holts Summit       MO     DS
314-897-2178  The GENESIS Project         Bonnots Mills      MO     HST
314-928-7262  QwikCom                     St Charles         MO     DS
314-928-9228  First Capitol BBS           St Peters          MO     HST
314-941-3672  KnightsOfTheSquareTableBBS  Wentzville         MO     HST4
314-941-9151  Knights Square Table        Wentzville         MO     HST
314-961-2246  Reach-Out BBS               St Louis           MO     HST
314-965-1385  Cheswick's                  St Louis           MO     DS
314-965-5296  Cheswick's BBS              St Louis           MO     DS
314-973-4073  Travel Online               St. Louis          MO     ULT
314-993-5491  Delta Dental Online         ......             MO     CS1
315-245-0510  Kadet PCBoard               Camden             NY     DS
315-245-3815  Kadet PCBoard               Camden             NY     DS
315-331-1556  T.O.I.L. BBS                Newark             NY     DS
315-337-4093  BrookSide Trader            Rome               NY     HST
315-339-6713  Odies PCBoard               Rome               NY     DS2
315-353-4565  Norkids BBS                 Norwood            NY     HST
315-393-6504  The Second Foundation       Ogdensburg         NY     HST
315-451-5088  The Bassett BBS             Liverpool          NY     HST
315-458-8602  Rivendell TAP/NA            Syracuse           NY     DS2
315-492-8765  Digital Visions             Syracuse           NY     HST
315-592-7300  Late Night BBS              Hannibal           NY     HST
315-593-1589  Backstreet BBS              Fulton             NY     DS
315-597-3439  Scolasticom                 Palmyra            NY     DS
315-598-8106  Gary's BBS                  Fulton             NY     HST
315-652-5367  Central Station BBS         Liverpool          NY     HST
315-673-4894  Shockwave Rider             Marcellus          NY     DS2
315-695-4070  Phoenix High School         Phoenix            NY     HST
315-695-4436  Galaxia!                    Phoenix            NY     HST
316-262-1829  New World Info Service      ......             KS     CS1
316-684-3010  MGBBS                       Wichita            KS     HST
316-686-0870  Flatlands BBS               Wichita            KS     HST
316-687-0719  InformationLink             Wichita            KS     HST4
316-721-0581  Night Flight                Wichita            KS     HST
316-721-3773  Midwest Info Exchange       Wichita            KS     HST4
316-943-6030  Wichita BBS                 Wichita            KS     HST
317-251-8063  The Twin Towers             Indianapolis       IN     HST
317-253-1573  Portable Hole BBS           Indianapolis       IN     HST
317-284-0796  Muncie MicroLink            Muncie             IN     HST
317-353-2973  The Paladen BBS             Indianapolis       IN     HST
317-353-9981  Someplace BBS               Indianapolis       IN     HST
317-535-9097  The SouthSide BBS           New Whiteland      IN     HST
317-547-6204  Media Net ProLine           Indianapolis       IN     HST
317-638-8129  CompuServe                  Indianapolis       IN     V32
317-831-1827  Handy Magazine BBS          Bethany Pk         IN     HST
317-848-1701  OPUS Pocus                  Indianapolis       IN     HST
317-849-4007  IndyServe                   Fishers            IN     DS
317-881-2743  The Motherboard             Greenwood          IN     HST
317-889-6669  RCS BBS                     Greenwood          IN     HST
317-895-0976  The CTS BBS                 Indianapolis       IN     HST
318-222-3455  The Pit                     Shreveport         LA     V32
318-235-3207  CajuNet                     Lafayette          LA     DS
318-345-0334  Direct Online System        Monroe             LA     DS
318-367-9916  BINAN                       New Iberia         LA     HST
318-424-9260  Dan's Den                   Shreveport         LA     HST
318-436-2992  Duffey's Tavern MJCNA#21    Lake Charles       LA     DS
318-436-5219  Micro Link                  Westlake           LA     HST
318-487-0800  CenLA Network BBS           ......             LA     CS1
318-527-0238  Maiden Voyage               Sulphur            LA     HST
318-537-3620  Fort Polk Info Board        Fort Polk          LA     HST
318-797-8310  Dawn Patrol                 Shreveport         LA     HST
318-798-1008  The Software Cafe           .....              LA     V32
318-981-3373  The Lawboard                Lafayette          LA     DS2
318-988-1404  The Twilight Zone           Lafayette          LA     DS2
319-234-3527  C-Shift Phoenix BBS         .....              IA     DS
319-277-1484  Trader's Paradise           Cedar Falls        IA     HST
319-296-1393  Picture Gallery BBS         .......            IA     HST
319-335-6409  ISCA                        Iowa City          IA     V32
319-337-6723  The Computer Plumber        Iowa City          IA     HST
319-337-9878  Icarus                      Iowa City          IA     DS
319-377-9257  WB9MCJ BBS                  Cedar Rapids       IA     HST
319-393-4588  Cedar Valley DataNet        Cedar Rapids       IA     HST
319-556-4536  Tri-State Data Exchange     Dubuque            IA     HST
319-752-0953  Catfish Bend BBS            Burlington         IA     HST
401-351-0719  The Prometheus System       Providence         RI     HST
401-421-9614  ACME BBS                    Providence         RI     DS
401-539-8636  The Information Resource    Carolina           RI     DS2
401-725-7863  The Bloom Beacon            Pawtucket          RI     DS2
401-822-3060  ImageNet BBS                Coventry           RI     DS
402-292-1360  EDGE                        Bellevue           NE     V32
402-593-1192  The Inns Of Court           Papillion          NE     V32
402-593-8863  Church Chatters BBS         .....              NE     HST
403-228-9525  The Student Exchange BBS    Calgary            ALB    HST
403-230-4355  Intertech                   Calgary            ALB    HST
403-235-3333  Squornshellous Zeta         Calgary            ALB    HST
403-238-3157  B & B Computing             Calgary            ALB    DS
403-244-4724  Calgary Message Line BBS    Calgary            ALB    HST
403-246-4504  SunValley/Microlink BBS     Calgary            ALB    HST
403-246-4674  Computer Connection BBS     Calgary            ALB    DS
403-246-6354  The SuperSpace BBS          Calgary            ALB    HST
403-247-3180  RJ's Byteline               Calgary            ALB    HST
403-251-5540  Generations BBS             Calgary            ALB    HST
403-253-0659  The Mess Hall               Calgary            ALB    DS2
403-253-2447  The Northern Cajun's BBS    Calgary            ALB    V32
403-269-3507  The Jokerz Wyld BBS         Calgary            ALB    DS
403-273-3503  The Arcade BBS              Calgary            ALB    DS
403-277-4658  The Resource BBS            Calgary            ALB    DS
403-280-5837  The Kelly CADD BBS          Calgary            ALB    HST
403-283-6245  MicroMax BBS                Calgary            ALB    HST
403-284-0426  Ceti Alpha VI               Calgary            ALB    DS
403-285-7338  SOCS BBS                    Calgary            ALB    HST
403-286-6471  The Badger's Hole           Calgary            ALB    HST
403-293-5129  ESP BBS                     Calgary            ALB    HST
403-295-7088  CAMEO BBS                   Calgary            ALB    DS
403-299-0469  PCalgary                    Calgary            ALB    DS
403-299-9917  Logical Solutions           Calgary            ALB    HST
403-347-8214  Materiel Impact             Red Deer           ALB    HST
403-381-8674  The Red Eye BBS             Lethbridge         ALB    HST
403-424-3258  Ten Forward                 Edmonton           ALB    HST
403-425-5329  New Horizon HST             Edmonton           ALB    HST
403-456-4241  Freddy's Place              Edmonton           ALB    HST4
403-457-0125  Freddy's Place              Edmonton           ALB    DS2
403-459-1957  Hackers Haven BBS           St Albert          ALB    DS2
403-460-8357  Addictions                  Calahoo            ALB    HST
403-466-7613  Alberta On-Line             Edmonton           ALB    HST
403-469-5812  The Job-Net                 Edmonton           ALB    V32
403-471-6763  Alberta Express             Edmonton           ALB    HST
403-475-0027  Micro Chess RBBS            Edmonton           ALB    HST
403-479-4316  Alberta One RBBS-PC         Edmonton           ALB    HST
403-486-5134  Gigabyte Connection         Edmonton           ALB    DS2
403-529-1460  Life Line                   Medicine Hat       ALB    HST
403-569-0000  Farpoint Station Line #1    Calgary            ALB    DS
403-743-4696  Terraplex Spitfire          Ft McMurray        ALB    DS
403-743-9330  NMD Maximus HST             Ft McMurray        ALB    DS
403-922-4266  The HamBone                 Sherwood Park      ALB    HST
403-962-5733  Phoenix BBS                 Spruce Grove       ALB    HST
403-963-9999  Deafy's First BBS           Stony Plain        ALB    HST
404-256-9525  Sunrise-80 BBS              Atlanta            GA     DS
404-279-8936  NASPA Systems SE            Norcross           GA     VH
404-296-6038  The Swamp                   Stone Mountain     GA     HST
404-296-9681  Centurion                   Atlanta            GA     HST
404-327-3450  AMI-GeorgiA BBS             Columbus           GA     HST
404-351-2975  Swizzle Stick               Atlanta            GA     DS2
404-354-0817  Athens IBM-PC Users Group   Athens             GA     HST
404-355-5625  Visions                     Atlanta            GA     HST
404-368-1652  Southern Comfort            Norcross           GA     VH
404-381-0430  Astralite                   Norcross           GA     V32
404-429-1714  Mainframe Exchange          Marietta           GA     HST
404-443-0366  H.A.B.I.T.S.                Marietta           GA     DS
404-446-1252  Mortgage Network            Norcross           GA     V32
404-454-8795  Byte Flight BBS             Atlanta            GA     HST
404-471-1549  Information Overload        Riverdale          GA     HST
404-487-5329  Midnight Madness            Peachtree City     GA     HST
404-499-2532  Great British Take-Away     Marietta           GA     VH
404-509-7813  The Base                    Atlanta            GA     DS
404-516-7150  Random Access               .........          GA     HST
404-532-1978  Ed's Place                  Gainesville        GA     DS2
404-535-1754  Living Water BBS            Gainesville        GA     HST
404-548-0130  Classic City #2             Athens             GA     HST
404-548-0726  Classic City #1             Athens             GA     DS
404-561-6106  BackWoods BBS               Upatoi             GA     HST
404-569-9651  PC Valley Remote BBS        Columbus           GA     HST
404-636-2136  Hangar 15                   Atlanta            GA     ULT
404-664-1075  Star Trek Atlanta           Atlanta            GA     HST
404-671-1024  Galaxy Info System(GIS)     Atlanta            GA     V32
404-685-1455  Adult Fun Castle BBS        Ft Benning         GA     HST
404-687-7309  Columbus Connection         Columbus           GA     DS
404-695-1889  Front Porch Public          ......             GA     2400
404-695-1990  Front Porch Private         ......             GA     CS1
404-717-7835  Software Dimensions         Lawrenceville      GA     ULT
404-742-7736  Express Line BBS 2          Winterville        GA     DS2
404-742-8313  Express Line BBS 1          Winterville        GA     DS2
404-769-0318  Route 66 BBS                Bogart             GA     HST
404-790-0671  The Lion's Den              Augusta            GA     HST
404-793-8619  Wizard's Workshop           Augusta            GA     DS2
404-796-2867  The Final Assault           Augusta            GA     HST
404-798-3864  The Beehive RBBS            Hephzibah          GA     DS
404-798-8392  CompuBee BBS                ......             GA     CS1
404-841-0578  CompuServe                  Atlanta            GA     V32
404-860-0367  CannonFodder                Martinez           GA     HST
404-863-3450  Soldier's Bored             Augusta            GA     DS
404-869-3410  Phoenix StarFighter BBS     Lula               GA     HST
404-881-8319  Our House BBS               Atlanta            GA     V32
404-920-0621  Total Recall BBS            Douglasville       GA     V32
404-921-1186  The Data Dimension          Norcross           GA     HST4
404-923-0792  CyberSpace Nexus            Norcross           GA     HST
404-924-3987  INDEX                       Woodstock          GA     ULT
404-924-8414  INDEX Line 2                Woodstock          GA     ULT
404-924-8472  The INDEX System            Woodstock          GA     DS
404-926-0905  Woodstock BBS 1             Woodstock          GA     HST4
404-926-1043  Woodstock BBS 2             Woodstock          GA     DS
404-929-1291  Atlanta Connection          Conyers            GA     HST
404-933-9253  Digital Wasteland           Atlanta            GA     DS
404-955-6715  Programmer's Connection     Marietta           GA     HST
404-957-8115  Connect One                 Stockbridge        GA     HST4
404-965-7836  Lunar Photon                Ringgold           GA     DS
404-975-7176  U.H.F. BBS                  Acworth            GA     V32
404-987-3972  Bare Bones                  Decatur            GA     HST
405-248-9884  DarkStar                    Lawton             OK     DS2
405-277-3603  LATTICE                     Luther             OK     HST
405-321-0642  The Family Tree             Norman             OK     HST
405-325-6128  The O.U. BBS                Norman             OK     DS
405-329-4262  The Family Roots            Norman             OK     HST
405-340-1139  Edmond Nochange BBS         ......             OK     CS1
405-354-1986  TurboLink West              Yukon              OK     HST
405-354-6024  ModemLink BBS               Yukon              OK     DS
405-357-2473  Bink's Barn                 Lawton             OK     HST
405-360-4391  The 49'er                   Norman             OK     DS
405-360-9622  ORPA                        Norman             OK     HST
405-366-1449  Seeing Impaired Technology  Norman             OK     HST
405-376-0905  TallBoy's BBS               Mustang            OK     HST
405-391-3865  Teleco USA TBBS             McLoud             OK     V32B
405-477-0920  Dueling Dragons Inn         Altus              OK     HST
405-478-1144  M.I.S.E.                    Edmond             OK     HST
405-482-2536  Majik Shoppe BBS            Altus              OK     DS
405-482-3855  Blue Foxx BBS               ......             OK     CS1
405-482-6234  Profile BBS                 ......             OK     CS1
405-624-0301  Amiga Frontier 1            Stillwater         OK     DS
405-670-1100  Will's House                Oklahoma City      OK     HST
405-672-0326  Sagittarius I               Midwest City       OK     HST
405-672-3973  Mach 3+ BBS                 Oklahoma City      OK     HST
405-685-4688  OmegaCom                    Oklahoma City      OK     HST
405-686-0458  OKCCC BBS                   Oklahoma City      OK     HST
405-691-3437  The Recovery BBS            Oklahoma City      OK     HST
405-737-7565  Torii Station               Midwest City       OK     HST
405-751-8096  The CD-ROM Electronic News  Oklahoma City      OK     HST
405-755-8188  Oklahoma Nochange!          ......             OK     CS1
405-765-0167  The Aztec BBS               Ponca City         OK     DS2
405-765-0951  The WordShop                Ponca City         OK     HST
405-799-2043  Moore's Pro System 1        Moore              OK     HST
405-842-4766  Yellow Stone BBS            Oklahoma City      OK     DS
405-842-6831  Yellow Stone II BBS         Oklahoma City      OK     HST
405-843-3545  Fort Knox Fido              Oklahoma City      OK     HST
405-843-5002  American Fido               Oklahoma City      OK     HST
405-927-2541  Coalgate                    ......             OK     CS1
405-942-7278  CompuServe                  Oklahoma City      OK     V32
405-943-8638  Okie Mavenware              Oklahoma City      OK     HST
405-946-5222  The Nineteenth Hole         Oklahoma City      OK     HST
405-946-6279  Engineering HQ              Oklahoma City      OK     HST
406-257-5432  PC-Mania!                   Kalispell          MT     DS
406-423-5433  The Russell Country BBS     Hobson             MT     DS
406-549-1318  BikeNet                     Missoula           MT     HST
406-721-6647  Micha U.S. Computers        Missoula           MT     DS
406-756-3436  Sparky's Corner BBS         ......             MT     CS1
406-756-8296  MO's Back Door              Kalispell          MT     HST
407-239-4213  The Simpsons House          Orlando            FL     DS
407-269-2169  Space Coast BBS             Titusville         FL     DS2
407-269-5188  TechTalk                    Titusville         FL     DS
407-291-4626  The SpeakEasy BBS           .....              FL     DS
407-292-3211  Debbie's Couch BBS          Orlando            FL     HST4
407-330-7002  Village BBS                 Sanford            FL     HST
407-331-1070  The I/O Board BBS           .......            FL     HST4
407-365-9809  The Listening Post          Oviedo             FL     DS
407-380-0204  Thunderdome QuickBBS        Orlando            FL     HST
407-380-1093  Micro-Tech Solutions        Orlando            FL     HST
407-380-6446  NCC-1701                    Orlando            FL     HST
407-380-7680  The Generic BBS             Orlando            FL     HST
407-383-1372  Rights On!                  Titusville         FL     DS2
407-383-4499  Mad House BBS               ......             FL     CS1
407-383-9372  The Bear's Cave             Titusville         FL     DS
407-383-9820  StarShip Enterprise         Titusville         FL     DS2
407-394-5308  S.A.R.C.A.S.M. BBS          Boca Raton         FL     HST
407-439-0341  The FireHouse BBS           Lake Worth         FL     HST
407-454-3779  Electric Island BBS         Merritt Island     FL     HST
407-459-0969  Spacecon                    ......             FL     CS1
407-483-1097  The Twilight Zone           Boca Raton         FL     HST
407-496-7468  Brave New World             Delray Beach       FL     DS
